educ,wrkstat,income,alcmon,verep,analwt_c2,bngdrkmon,coutyp4,catag3,vestr,mrjmon,mrjflag,irsex2,YearNew
3,4,2,1,1,15922,0,1,5,40039,0,0,1,0
3,2,4,1,1,2937,0,1,2,40039,1,1,0,0
1,3,2,1,1,3162,1,2,3,40039,0,1,0,0
4,4,3,1,1,5693,1,2,3,40039,1,1,0,0
3,1,4,1,1,9827,0,2,4,40039,0,1,0,0
4,1,4,1,1,3857,0,1,4,40039,0,0,0,0
3,4,4,0,1,24541,0,1,5,40039,0,0,1,0
3,1,3,1,1,5277,1,1,4,40039,1,1,1,0
4,2,4,0,1,10308,0,1,5,40039,0,0,0,0
2,4,1,0,1,11871,0,3,5,40039,0,0,1,0
2,1,3,0,1,7507,0,2,2,40039,0,0,0,0
2,1,2,0,1,1101,0,2,2,40039,0,0,1,0
3,1,2,0,1,3590,0,2,2,40039,0,0,1,0
3,2,2,1,1,2122,0,1,2,40039,0,0,0,0
2,3,4,1,1,1653,0,1,4,40039,0,0,1,0
2,1,2,1,1,8650,1,2,4,40039,0,0,1,0
1,4,2,0,1,3082,0,1,2,40039,1,1,1,0
1,2,4,1,1,5405,0,2,2,40039,0,1,1,0
3,1,3,0,1,15720,0,2,5,40039,0,1,1,0
2,3,4,1,1,4264,0,1,2,40039,0,0,1,0
2,2,3,1,1,5344,0,2,4,40039,0,1,1,0
4,1,2,0,1,2395,0,1,2,40039,0,0,1,0
3,2,4,0,1,3507,0,3,5,40039,0,0,1,0
1,1,2,0,1,11772,0,3,5,40039,0,0,0,0
1,1,1,0,1,5678,0,3,5,40039,0,0,0,0
2,4,4,1,1,25301,0,2,5,40039,0,0,0,0
3,3,3,0,1,18778,0,1,5,40039,0,0,0,0
4,1,4,1,1,2698,1,1,2,40039,0,0,0,0
2,3,2,0,1,1812,0,1,2,40039,1,1,1,0
3,1,2,0,1,11794,0,2,5,40039,0,0,0,0
2,1,4,1,1,7848,0,2,4,40039,0,1,0,0
1,3,1,1,1,5131,1,1,4,40039,0,0,1,0
1,1,1,1,1,1930,1,1,2,40039,1,1,1,0
3,1,4,1,1,10608,1,3,2,40039,0,1,0,0
3,1,4,1,1,27249,0,1,5,40039,0,1,0,0
3,3,4,1,1,9694,1,1,3,40039,1,1,0,0
2,3,1,0,1,8057,0,1,3,40039,1,1,1,0
3,4,1,0,1,1032,0,2,2,40039,0,0,1,0
2,1,4,1,1,3517,1,1,3,40039,1,1,0,0
3,4,4,1,1,5740,0,1,4,40039,0,0,1,0
2,4,4,0,1,3869,0,1,2,40039,0,0,0,0
2,2,1,0,1,16901,0,2,5,40039,0,0,1,0
4,1,3,1,1,2815,0,1,2,40039,0,0,1,0
3,3,2,1,1,2366,0,2,2,40039,1,1,0,0
2,4,2,1,1,5104,1,2,4,40039,1,1,1,0
1,2,2,1,1,2851,1,2,2,40039,1,1,1,0
3,1,2,0,1,837,0,2,2,40039,0,0,1,0
3,2,1,1,1,4404,1,1,2,40039,1,1,1,0
3,4,1,1,1,3630,1,2,2,40039,1,1,0,0
3,2,2,0,1,4243,0,2,4,40039,1,1,1,0
1,4,2,0,1,5302,0,1,5,40039,0,0,0,0
4,1,4,1,1,9417,0,2,4,40039,0,0,1,0
3,1,4,1,1,3768,1,1,4,40039,0,1,0,0
2,4,2,0,1,7736,0,3,5,40039,0,1,0,0
3,4,4,1,1,1911,1,1,2,40039,0,1,0,0
3,2,1,1,1,833,1,2,2,40039,0,1,1,0
2,1,3,1,1,8273,0,2,3,40039,0,1,0,0
2,2,2,1,1,1954,0,1,2,40039,0,1,1,0
4,4,4,0,1,4382,0,1,3,40039,0,0,1,0
3,2,4,1,1,19354,1,2,5,40039,0,0,0,0
2,4,1,1,1,4424,1,1,2,40039,1,1,1,0
2,4,2,0,1,4533,0,2,5,40039,0,0,1,0
3,2,2,0,1,6419,0,1,3,40039,0,1,0,0
3,2,1,1,1,1568,0,2,2,40039,0,0,1,0
2,4,3,0,1,1160,0,2,2,40039,0,0,1,0
2,4,4,0,1,785,0,3,2,40039,0,0,0,0
2,4,3,0,1,18337,0,2,5,40039,0,0,0,0
2,2,1,1,1,5758,1,2,2,40039,0,1,1,0
2,4,2,1,1,20485,0,1,5,40039,0,0,0,0
2,1,2,1,1,4008,0,2,3,40039,0,0,0,0
3,4,4,0,1,7118,0,1,4,40039,0,0,1,0
3,4,3,1,1,16522,0,1,5,40039,0,0,0,0
3,1,2,0,1,23920,0,2,5,40039,0,1,1,1
3,1,3,0,1,10857,0,1,4,40039,0,0,1,1
4,1,4,1,1,15056,0,1,4,40039,0,0,1,1
3,4,1,1,1,6594,0,1,2,40039,0,0,1,1
4,2,4,1,1,2160,0,1,2,40039,0,1,0,1
2,4,4,1,1,3436,0,2,2,40039,0,1,1,1
1,4,2,0,1,15434,0,2,5,40039,0,0,0,1
3,4,1,0,1,4177,0,1,2,40039,0,1,1,1
3,4,1,0,1,1482,0,2,2,40039,0,1,0,1
3,4,2,0,1,30485,0,2,5,40039,0,0,1,1
3,1,1,1,1,4136,0,1,2,40039,1,1,0,1
3,1,3,0,1,2670,0,2,3,40039,0,0,0,1
4,1,1,1,1,4415,1,1,3,40039,0,0,0,1
3,1,4,1,1,5347,0,1,4,40039,0,1,0,1
1,1,2,0,1,3337,0,2,2,40039,0,0,0,1
3,1,2,1,1,4586,1,2,4,40039,1,1,0,1
2,4,1,0,1,1645,0,1,2,40039,0,0,0,1
3,4,2,1,1,5947,1,3,4,40039,0,1,0,1
1,1,2,0,1,6167,0,3,3,40039,0,0,1,1
3,1,4,1,1,7150,1,3,4,40039,0,1,1,1
4,1,1,1,1,3882,1,1,3,40039,0,0,0,1
2,1,2,1,1,2775,1,1,2,40039,1,1,1,1
3,2,2,1,1,8915,1,2,5,40039,0,1,0,1
2,1,3,1,1,1310,0,1,4,40039,0,1,0,1
4,4,1,0,1,13164,0,3,5,40039,0,1,1,1
4,1,4,0,1,6393,0,3,4,40039,0,1,1,1
2,2,1,1,1,1864,0,3,2,40039,0,0,1,1
1,4,3,0,1,4855,0,3,4,40039,0,0,0,1
3,1,3,0,1,7045,0,3,4,40039,0,0,1,1
4,1,2,1,1,7985,1,1,2,40039,1,1,0,1
4,1,2,1,1,1107,1,1,2,40039,0,1,1,1
2,1,2,1,1,2330,1,1,2,40039,1,1,0,1
3,1,3,1,1,6205,0,1,3,40039,0,1,1,1
4,4,1,0,1,2410,0,1,2,40039,0,0,0,1
3,1,2,1,1,2776,0,1,2,40039,1,1,0,1
3,4,4,1,1,13104,0,1,5,40039,0,0,0,1
3,2,1,1,1,5640,1,1,2,40039,1,1,1,1
2,2,4,0,1,20234,0,3,5,40039,0,1,1,1
1,4,1,0,1,2577,0,3,2,40039,0,0,1,1
2,2,4,1,1,4965,1,1,3,40039,1,1,0,1
3,1,2,0,1,2914,0,2,2,40039,0,0,0,1
3,4,1,0,1,5924,0,3,4,40039,0,1,0,1
4,1,2,1,1,9507,1,2,4,40039,0,1,1,1
3,4,2,0,1,21791,0,3,5,40039,0,0,1,1
2,4,4,1,1,14481,1,1,5,40039,0,1,1,1
1,4,4,0,1,5154,0,2,2,40039,0,0,1,1
3,3,3,1,1,7093,0,1,4,40039,0,0,0,1
4,1,4,0,1,11383,0,1,4,40039,0,1,1,1
1,4,2,1,1,16221,1,1,5,40039,0,0,0,1
1,2,1,0,1,3921,0,3,3,40039,0,0,1,1
1,4,1,0,1,14806,0,1,5,40039,0,0,0,1
2,4,1,1,1,8525,0,1,4,40039,1,1,1,1
3,1,3,1,1,2859,0,3,2,40039,0,1,1,1
2,1,3,1,1,1612,0,1,2,40039,0,1,1,1
1,2,4,0,1,834,0,2,2,40039,0,1,1,1
3,1,3,1,1,6158,0,1,4,40039,0,1,1,1
4,3,1,0,1,2537,0,1,2,40039,0,0,0,1
3,1,4,1,1,5031,1,1,4,40039,1,1,1,1
2,4,1,1,1,2824,1,1,2,40039,1,1,1,1
4,1,4,1,1,15232,1,1,5,40039,0,1,0,1
2,1,3,0,1,3567,0,2,4,40039,0,0,1,1
4,2,4,0,1,7930,0,2,4,40039,0,0,1,1
3,1,1,1,1,3815,1,2,2,40039,1,1,1,1
2,1,3,0,1,1238,0,3,2,40039,0,1,0,1
2,4,1,1,1,12251,0,1,5,40039,0,0,0,1
4,1,4,0,1,4862,0,1,3,40039,0,1,1,1
4,4,1,0,1,14885,0,1,5,40039,0,0,1,1
3,4,4,0,1,6405,0,3,2,40039,0,0,0,1
4,4,3,1,1,20579,0,2,5,40039,0,1,0,1
4,1,4,1,1,16056,1,1,4,40039,1,1,1,1
4,1,4,1,1,4693,1,1,2,40039,0,1,1,1
2,1,2,0,1,11316,0,1,2,40039,0,1,1,1
3,2,3,1,1,14467,0,1,5,40039,0,1,1,1
2,1,2,0,1,7393,0,3,5,40039,0,1,0,1
4,1,4,0,1,2561,0,2,4,40039,0,0,1,1
2,1,1,0,1,1522,0,2,2,40039,1,1,0,1
2,1,2,1,1,2612,1,1,2,40039,0,0,1,1
4,2,2,1,1,7986,0,1,4,40039,0,0,1,1
2,4,1,0,1,8832,0,3,5,40039,0,0,1,1
2,2,2,1,1,3272,1,2,2,40039,0,1,0,1
2,4,1,0,1,10623,0,2,4,40039,0,0,1,1
1,2,3,0,1,2783,0,2,2,40039,0,0,1,1
1,1,2,0,1,9821,0,1,5,40039,0,0,1,1
3,1,3,1,1,3343,0,3,4,40039,0,0,1,1
3,1,3,1,1,2438,1,1,2,40039,1,1,0,1
3,2,3,0,1,1695,0,2,2,40039,0,1,1,1
2,4,1,0,1,2010,0,1,2,40039,0,0,0,1
3,2,4,1,1,3664,0,1,4,40039,0,1,1,1
1,4,1,0,1,17259,0,2,5,40039,0,1,1,1
2,2,1,0,1,5122,0,3,2,40039,0,0,0,1
1,1,2,0,1,16464,0,3,5,40039,0,0,1,1
2,1,4,1,1,991,0,1,2,40039,1,1,1,1
4,1,4,1,1,6823,0,3,4,40039,0,1,0,1
1,4,1,0,1,2584,0,2,4,40039,0,0,0,1
3,1,3,0,1,6814,0,1,3,40039,0,0,1,1
1,3,1,1,1,2826,0,1,2,40039,0,0,0,1
3,3,1,1,1,1256,1,1,2,40039,1,1,0,1
2,1,2,1,1,2083,1,2,2,40039,0,1,1,1
1,2,3,0,1,12120,0,1,5,40039,0,1,0,1
3,4,1,0,1,3448,0,1,2,40039,0,0,0,1
3,1,4,1,1,29581,0,1,5,40039,0,1,1,1
4,2,2,1,1,1773,1,2,3,40039,0,1,1,1
4,1,4,1,1,7550,1,1,4,40039,0,0,0,1
4,4,1,0,1,3519,0,1,2,40039,0,0,1,1
4,1,4,0,1,7409,0,1,4,40039,0,0,1,1
2,1,2,1,1,26690,0,1,5,40039,0,1,0,1
4,1,4,1,1,25225,0,3,5,40039,0,0,1,1
4,1,4,0,1,6153,0,1,4,40039,0,1,1,1
2,1,3,1,1,9153,1,3,3,40039,1,1,0,1
3,4,2,0,1,2496,0,3,2,40039,0,1,1,1
2,1,2,0,1,4377,0,2,3,40039,0,1,1,1
4,1,2,0,1,7149,0,1,5,40039,0,1,1,1
3,4,3,0,1,6382,0,3,5,40039,0,1,1,1
2,1,2,1,1,11851,0,3,4,40039,1,1,0,1
3,1,2,0,1,846,0,1,2,40039,1,1,0,1
4,1,4,1,1,7745,1,1,4,40039,0,1,1,1
4,1,4,1,1,3839,0,2,4,40039,0,1,1,1
2,1,4,0,1,9962,0,1,2,40039,0,0,0,1
4,1,2,0,1,8998,0,2,4,40039,0,1,0,1
3,2,4,1,1,3979,1,2,3,40039,1,1,0,1
3,4,1,0,1,3262,0,1,4,40039,0,0,1,1
3,1,4,0,1,6095,0,3,3,40039,0,1,0,1
1,2,3,0,1,3774,0,3,2,40039,0,0,0,1
3,1,2,1,1,6075,0,3,3,40039,0,0,0,1
4,1,3,0,1,7264,0,1,3,40039,0,0,1,1
3,4,4,1,1,17121,0,1,5,40039,0,0,1,1
2,4,1,0,1,15751,0,2,4,40039,0,1,1,1
3,3,2,0,1,5069,0,3,4,40039,0,1,1,1
3,1,4,1,1,1906,1,1,2,40039,0,0,1,1
2,4,3,0,1,16290,0,1,5,40039,0,0,0,1
3,1,2,1,1,10599,0,2,4,40039,0,1,1,1
4,1,4,0,1,3124,0,1,3,40039,0,0,1,1
1,4,4,1,1,2684,0,1,2,40039,0,1,0,1
3,2,2,0,1,2378,0,2,3,40039,0,1,1,1
3,4,1,1,1,4862,1,1,2,40039,0,0,1,1
1,1,2,1,1,2135,1,1,4,40039,0,0,0,1
4,4,4,0,1,4999,0,1,3,40039,0,1,1,1
3,4,1,1,1,9882,1,2,4,40039,0,1,1,1
3,2,1,0,1,5640,0,1,2,40039,0,0,1,1
4,1,4,1,1,28375,1,2,5,40039,0,1,0,1
3,4,1,0,1,1610,0,1,2,40039,0,0,1,1
4,1,4,0,1,6924,0,1,4,40039,0,0,1,1
1,4,2,1,1,10316,1,2,4,40039,0,0,1,1
4,1,4,1,1,17876,0,1,5,40039,0,0,1,1
3,2,1,0,1,6711,0,1,2,40039,0,0,1,1
4,1,4,1,1,3420,0,1,2,40039,0,1,1,1
3,4,1,1,1,3069,1,1,2,40039,0,0,1,1
4,1,4,1,1,2709,0,2,3,40039,0,0,1,1
4,1,4,1,1,8515,0,1,4,40039,0,1,1,1
4,1,2,1,1,2321,1,2,3,40039,1,1,1,1
3,1,4,1,1,29412,0,1,5,40039,0,1,0,1
4,1,2,1,1,1496,0,1,4,40039,0,0,1,1
4,4,4,0,1,4383,0,2,5,40039,0,1,1,1
1,4,1,0,1,9613,0,3,5,40039,0,1,1,1
3,1,1,1,1,8351,1,2,4,40039,0,0,1,1
3,4,3,0,1,3689,0,1,2,40039,0,1,1,1
3,2,4,0,1,4796,0,1,2,40039,0,0,0,1
2,4,4,1,1,1378,1,2,2,40039,1,1,1,1
4,1,4,1,1,11460,0,1,4,40039,0,1,1,1
3,1,2,1,1,4410,1,2,4,40039,0,0,1,1
2,3,1,0,1,3251,0,3,2,40039,0,0,0,1
3,2,2,0,1,12058,0,3,5,40039,0,0,1,1
3,4,3,1,1,14767,0,1,5,40039,0,0,1,1
4,1,2,0,1,5978,0,1,3,40039,0,0,0,1
3,2,2,0,1,966,0,2,2,40039,0,0,1,1
2,1,4,0,1,1975,0,1,2,40039,0,0,1,1
2,2,1,1,1,2649,0,2,2,40039,0,0,1,1
2,1,4,1,1,1587,1,1,2,40039,0,1,1,1
3,2,2,0,1,6870,0,2,5,40039,0,0,1,1
2,1,2,0,1,2601,0,3,3,40039,0,0,0,1
1,3,2,0,1,2267,0,3,3,40039,1,1,1,1
1,1,2,1,1,6193,0,3,3,40039,0,1,1,1
1,1,3,1,1,4060,0,2,4,40039,0,1,0,1
4,1,4,1,1,1707,0,1,2,40039,0,1,0,1
2,1,3,0,1,1596,0,1,2,40039,0,1,1,1
3,1,2,1,1,3065,0,3,2,40039,0,1,1,1
1,4,2,1,1,28892,0,3,5,40039,0,1,1,1
3,4,4,1,1,18417,0,3,5,40039,0,0,0,1
3,1,4,1,1,12722,1,1,4,40039,0,1,0,1
4,1,4,0,1,5140,0,1,4,40039,0,1,1,1
3,4,1,0,1,5174,0,1,2,40039,0,0,1,1
2,1,4,0,1,13942,0,2,5,40039,0,1,0,1
1,4,4,1,1,8981,0,1,5,40039,0,0,0,1
4,1,2,0,1,1132,0,1,2,40039,0,0,1,1
3,2,1,1,1,4682,0,1,2,40039,1,1,0,1
4,1,4,1,1,11143,1,1,3,40039,0,1,1,1
2,4,2,0,1,2516,0,2,2,40039,0,0,1,1
3,4,3,0,1,4679,0,3,3,40039,0,1,1,1
3,4,1,1,1,3392,1,1,2,40039,0,1,0,1
3,1,4,1,1,160,1,1,2,40039,0,1,1,1
2,1,3,1,1,2978,0,2,2,40039,0,0,1,1
1,3,2,0,1,2740,0,2,2,40039,0,0,0,1
3,2,1,0,1,2708,0,1,3,40039,1,1,1,1
4,1,3,0,1,8108,0,1,4,40039,0,0,1,1
2,4,2,1,1,9699,1,2,5,40039,0,1,1,1
2,4,1,1,1,1949,0,1,2,40039,0,0,0,1
4,2,1,0,1,4107,0,2,4,40039,0,0,1,1
2,4,1,0,1,6170,0,2,3,40039,0,1,1,1
2,1,1,0,1,3212,0,3,2,40039,0,0,1,1
4,1,3,1,1,1646,0,2,3,40039,0,0,1,1
4,1,4,0,1,1763,0,1,3,40039,0,1,0,1
1,4,2,0,1,6127,0,2,5,40039,0,0,0,1
2,4,1,1,1,6367,1,1,5,40039,1,1,0,1
4,1,4,0,1,9536,0,1,3,40039,0,0,0,1
2,1,4,1,1,3428,1,1,2,40039,0,1,0,1
2,4,1,1,1,567,0,1,2,40039,0,0,0,1
4,2,2,0,1,26966,0,2,5,40039,0,1,0,1
2,1,4,0,1,1719,0,2,2,40039,0,0,0,1
3,2,3,1,1,2242,1,2,2,40039,1,1,0,1
3,4,1,0,1,3881,0,1,2,40039,0,0,0,1
2,1,4,1,1,14452,0,1,4,40039,0,0,0,1
3,3,3,0,1,5426,0,1,4,40039,0,0,1,1
4,1,4,1,1,4468,1,1,3,40039,0,1,0,1
3,3,3,0,1,2615,0,1,2,40039,0,0,1,1
3,4,2,0,1,2765,0,2,4,40039,0,0,1,1
2,4,1,1,1,6134,1,2,5,40039,0,1,0,1
4,1,4,0,1,18269,0,1,5,40039,0,0,1,1
2,4,2,0,1,5799,0,2,2,40039,0,0,1,1
4,1,4,1,1,13148,0,1,5,40039,0,0,0,1
2,4,4,0,1,13743,0,2,5,40039,0,0,1,1
2,3,4,0,1,3898,0,1,2,40039,0,0,1,1
3,4,3,0,1,1896,0,1,2,40039,0,0,1,1
3,1,2,0,1,3532,0,1,2,40039,1,1,0,1
3,4,1,0,1,3537,0,1,2,40039,1,1,1,1
3,3,1,1,1,18980,0,3,5,40039,0,1,1,1
3,2,2,0,1,3580,0,1,2,40039,0,0,0,1
3,2,2,1,1,4641,1,2,2,40039,1,1,0,1
3,4,4,0,1,11006,0,2,4,40039,0,0,1,1
3,1,3,1,1,728,1,1,2,40039,0,1,0,1
2,4,1,0,1,2626,0,3,2,40039,0,0,1,1
4,1,4,1,1,5384,0,1,4,40039,0,0,1,1
2,4,3,0,1,22620,0,2,5,40039,0,0,0,1
3,1,2,1,1,6831,1,1,4,40039,0,1,1,1
3,1,3,1,1,7446,0,1,3,40039,0,1,1,1
3,1,1,0,1,6473,0,3,4,40039,0,0,1,1
3,1,2,0,1,7581,0,2,4,40039,0,1,0,1
3,3,1,0,1,3246,0,1,2,40039,0,0,1,1
2,1,2,1,1,3159,1,1,2,40039,0,0,1,1
1,2,3,0,1,5825,0,2,2,40039,0,0,0,1
1,1,3,1,1,5777,1,1,4,40039,0,0,0,1
1,4,2,0,1,21232,0,2,5,40039,0,0,1,1
1,2,1,1,1,3374,1,3,3,40039,1,1,1,1
2,4,2,0,1,6404,0,2,3,40039,0,1,1,1
3,1,2,0,1,13037,0,3,5,40039,0,0,1,1
2,4,1,1,1,9818,1,3,5,40039,0,1,0,1
3,1,4,1,1,7021,0,1,3,40039,0,1,0,1
2,4,2,1,1,2822,1,1,2,40039,0,1,1,1
3,4,1,1,1,4320,1,1,2,40039,0,1,1,1
3,4,3,0,1,2166,0,1,2,40039,0,1,0,1
2,1,3,1,1,773,0,2,2,40039,0,1,0,1
2,4,1,0,1,9750,0,1,4,40039,0,0,0,1
3,4,1,0,1,2797,0,3,2,40039,0,0,1,1
2,4,1,0,1,21544,0,2,5,40039,0,1,0,1
2,4,2,0,1,7557,0,2,3,40039,0,0,1,1
3,1,4,1,1,1216,1,3,2,40039,1,1,1,1
3,4,1,0,1,1216,0,1,2,40039,0,0,0,1
3,3,2,1,1,12603,0,1,5,40039,0,1,0,1
4,2,3,0,1,8951,0,2,5,40039,0,0,1,1
1,4,2,0,1,13850,0,1,5,40039,0,0,1,1
2,3,2,1,1,3312,0,1,2,40039,0,1,0,1
1,1,2,0,1,9846,0,2,4,40039,0,0,1,1
2,1,1,0,1,2135,0,1,2,40039,0,1,0,1
3,1,2,0,1,43421,0,1,5,40039,0,0,1,1
1,4,1,1,1,2089,0,3,2,40039,0,0,1,1
4,1,4,1,1,40049,0,1,5,40039,0,1,0,1
4,4,4,1,1,19460,0,3,5,40039,0,1,1,1
4,3,1,0,1,3163,0,1,3,40039,0,1,1,1
1,1,1,0,1,1960,0,1,2,40039,1,1,0,1
3,1,3,0,1,9379,0,2,3,40039,0,1,0,1
2,4,3,1,1,4072,0,3,4,40039,0,0,1,1
1,3,3,0,1,4313,0,2,2,40039,0,0,1,1
3,2,1,1,1,1148,1,1,3,40039,0,1,1,1
3,1,2,1,1,5573,0,2,3,40039,0,0,1,1
2,1,2,1,1,5831,0,2,4,40039,0,1,0,1
4,1,4,0,1,23113,0,1,5,40039,1,1,0,1
2,2,1,0,1,5257,0,3,4,40039,0,0,1,1
3,1,4,1,1,10138,0,1,2,40039,0,1,0,1
3,1,2,1,1,1378,1,1,2,40039,0,1,0,1
3,2,1,0,1,2755,0,1,2,40039,0,0,0,1
1,1,2,0,1,11931,0,2,3,40039,0,1,0,1
3,2,2,1,1,4532,0,1,4,40039,0,1,1,1
2,1,4,0,1,1334,0,3,3,40039,0,0,1,1
4,1,3,1,1,3758,0,3,3,40039,0,1,0,1
2,4,1,0,1,4144,0,3,3,40039,0,0,0,1
4,4,4,1,1,8597,0,1,5,40039,0,0,0,1
4,1,4,1,1,13465,0,1,5,40039,0,0,0,1
2,1,2,0,1,3196,0,2,2,40039,0,0,0,1
4,2,4,1,1,7985,0,1,4,40039,0,0,1,1
3,1,2,1,1,2145,1,1,2,40039,0,0,0,1
1,4,3,0,1,1419,0,1,4,40039,0,0,1,1
3,3,1,0,1,3383,0,1,2,40039,0,1,0,1
1,1,2,0,1,3238,0,2,4,40039,0,0,1,1
1,4,1,0,1,5204,0,2,2,40039,0,0,0,1
2,1,4,0,1,7017,0,3,4,40039,0,1,1,1
2,1,2,0,1,26056,0,2,5,40039,0,1,0,1
4,2,1,1,1,2999,1,1,2,40039,0,1,0,1
2,1,2,0,1,7825,0,2,4,40039,0,0,0,1
2,1,2,1,1,7420,0,2,5,40039,0,1,1,1
3,1,2,0,1,4657,0,3,4,40039,0,0,1,1
3,1,2,1,1,1567,0,1,2,40039,0,0,1,1
2,1,2,0,1,15064,0,3,5,40039,0,0,0,1
4,1,4,1,1,11393,0,1,5,40039,0,1,1,1
3,3,1,1,1,3812,1,1,2,40039,0,0,0,1
2,1,1,1,1,1134,1,1,2,40039,1,1,1,1
3,4,1,1,1,4193,0,1,2,40039,0,0,1,1
2,1,1,1,1,1307,1,2,2,40039,0,1,0,1
4,1,3,1,1,4175,1,1,3,40039,0,1,0,1
3,1,4,1,1,8985,0,1,4,40039,0,0,1,1
3,2,1,0,1,1767,0,1,2,40039,0,0,1,1
4,3,2,1,1,13770,0,2,2,40039,0,1,1,1
3,1,2,0,1,5265,0,1,3,40039,0,1,1,1
3,2,4,0,1,8012,0,1,2,40039,0,1,1,1
1,4,4,0,1,1193,0,2,2,40039,0,0,1,1
1,1,2,0,1,3558,0,2,2,40039,1,1,0,1
3,2,1,1,1,5640,0,1,2,40039,0,0,1,1
4,1,4,1,1,22020,0,1,5,40039,0,1,1,1
3,4,1,0,1,12608,0,1,5,40039,0,0,0,1
3,4,1,1,1,2317,1,1,2,40039,0,0,1,1
2,4,1,0,1,4779,0,2,5,40039,0,1,1,1
1,2,1,1,1,2907,1,3,2,40039,1,1,1,1
2,1,1,0,1,1620,0,2,3,40039,0,1,1,1
1,4,1,1,1,18180,1,1,5,40039,0,0,0,1
1,1,2,0,1,4872,0,1,4,40039,0,0,1,1
3,4,3,1,1,1805,1,3,2,40039,0,0,1,1
3,1,2,0,1,9791,0,1,3,40039,0,0,0,1
2,1,3,1,1,6672,1,1,4,40039,0,1,0,1
3,2,4,1,1,6796,0,1,4,40039,0,0,0,1
2,1,2,0,1,13327,0,1,4,40039,0,1,0,1
4,4,4,0,1,7717,0,2,5,40039,0,0,1,1
3,1,4,0,1,4370,0,1,3,40039,1,1,1,1
2,4,2,0,1,12197,0,1,5,40039,0,0,1,1
3,1,4,1,1,7403,1,2,4,40039,0,1,1,1
3,1,3,0,1,6120,0,2,4,40039,0,0,1,1
2,1,2,0,1,4149,0,2,4,40039,0,0,0,1
1,2,2,1,1,1926,0,1,5,40039,0,0,0,1
1,4,2,0,1,7058,0,2,3,40039,0,1,1,1
4,1,4,1,1,1400,1,1,2,40039,0,0,1,1
2,1,2,0,1,3772,0,3,4,40039,0,1,0,1
3,1,4,1,1,3194,1,1,3,40039,0,0,1,1
2,1,4,0,1,4511,0,3,2,40039,0,1,0,1
4,3,2,0,1,1860,0,2,2,40039,0,0,1,1
3,1,4,1,1,8396,1,1,5,40039,0,1,1,1
3,4,2,0,1,14102,0,3,5,40039,0,0,0,1
4,1,4,1,1,4592,0,1,3,40039,0,1,1,1
4,1,3,1,1,24830,1,2,5,40039,0,1,1,1
3,1,2,0,1,8402,0,3,5,40039,0,1,1,1
2,4,1,1,1,13556,0,3,5,40039,0,0,0,1
4,1,3,1,1,9402,0,3,4,40039,0,0,1,1
1,4,3,0,1,6035,0,1,2,40039,0,1,0,1
4,1,4,1,1,8342,0,1,4,40039,0,0,1,1
3,4,3,0,1,7381,0,3,5,40039,1,1,0,1
4,1,3,1,1,12600,1,1,4,40039,0,0,0,1
2,1,2,1,1,2024,0,1,2,40039,0,1,0,1
3,2,4,0,1,1394,0,1,2,40039,0,0,0,1
2,1,3,1,1,2603,0,1,2,40039,0,0,0,1
2,1,1,1,1,2020,1,1,2,40039,1,1,0,1
3,1,2,0,1,12914,0,1,4,40039,0,0,1,1
1,4,3,0,1,4519,0,1,4,40039,0,0,1,1
2,4,1,1,1,3078,1,3,4,40039,1,1,1,1
2,1,2,0,1,10787,0,1,5,40039,0,1,1,1
2,2,2,1,1,6324,1,1,3,40039,0,0,1,1
3,3,2,1,1,2682,0,1,2,40039,1,1,0,1
4,2,2,0,1,5729,0,1,3,40039,0,0,0,1
2,4,1,0,1,1180,0,1,2,40039,0,0,1,1
3,4,1,0,1,3217,0,1,2,40039,0,0,1,1
3,1,4,1,1,2509,0,3,2,40039,0,1,0,1
3,2,4,0,1,4668,0,2,2,40039,0,1,0,1
3,1,1,0,1,957,0,2,2,40039,0,0,0,1
1,1,4,1,1,9807,0,1,4,40039,1,1,0,1
1,4,1,0,1,2453,0,3,4,40039,0,1,1,1
4,3,2,0,1,9871,0,2,3,40039,0,1,0,1
3,4,4,1,1,15122,0,1,5,40039,0,0,0,1
1,4,2,1,1,1281,1,3,2,40039,1,1,1,1
4,1,2,1,1,3356,0,1,2,40039,1,1,0,1
3,1,3,0,1,5752,0,3,3,40039,0,1,0,1
3,2,2,1,1,4705,0,1,4,40039,1,1,0,1
2,4,1,0,1,26347,0,3,5,40039,0,1,1,1
3,1,3,1,1,7062,0,1,4,40039,0,1,1,1
4,1,4,0,1,3936,0,2,4,40039,1,1,1,1
3,2,2,0,1,6752,0,1,5,40039,1,1,0,1
2,1,2,0,1,24686,0,2,5,40039,0,1,1,1
3,4,1,1,1,3924,1,1,2,40039,0,1,0,1
1,4,1,0,1,7896,0,3,4,40039,0,0,1,1
2,4,1,0,1,4309,0,1,2,40039,0,0,0,1
4,1,4,1,1,7457,0,3,4,40039,0,1,0,1
3,2,2,1,1,24336,1,1,5,40039,0,1,0,1
2,1,2,1,1,713,1,2,2,40039,0,0,1,1
4,4,2,0,1,7260,0,2,5,40039,0,0,0,1
3,1,4,1,1,2440,1,1,2,40039,0,1,0,1
4,4,2,0,1,25358,0,1,5,40039,0,0,1,1
4,1,1,1,1,1361,0,1,2,40039,0,0,1,1
3,3,4,1,1,10049,0,2,3,40039,1,1,0,1
